,model,question,solution,answer,accuracy,solvability,appropriateness,mac
2610,finetuned_llama,1200 swimmers are at the 2021 Olympics. 300 of the swimmers are from the United States. 120 of the swimmers are from Japan. 500 of the swimmers are from the rest of the world. How many swimmers are from the rest of the United States?,"def solution():
    #Total swimmers at the Olympics
    total_swimmers = 1200
    #Swimmers from the US
    swimmers_US = 300
    #Swimmers from Japan
    swimmers_Japan = 120
    #Swimmers from the rest of the world
    swimmers_rest_of_world = 500
    #Swimmers from the rest of the US
    swimmers_rest_of_US = total_swimmers - swimmers_US - swimmers_Japan - swimmers_rest_of_world
    return swimmers_rest_of_US",280,,0,0.0,0
2611,finetuned_llama,"LeBron James is a professional basketball player. 
He has 40,000 points, 10,000 rebounds, and 8,000 assists. 
If he has 4,000 more assists than rebounds, how many rebounds does he have?","def solution():
    #LeBron James has 40,000 points, 10,000 rebounds, and 8,000 assists
    points = 40000
    rebounds = 10000
    assists = 8000
    #He has 4,000 more assists than rebounds
    more_assists = 4000
    #The answer is
    result = rebounds - more_assists
    return result",6000,,0,0.0,0
2612,finetuned_llama,"Pikachu, the cutest Pokémon, has 200 thunderbolts. He used 50 thunderbolts in a battle with a Raichu. He then used 20 thunderbolts in a battle with a Pichu. How many thunderbolts does Pikachu have left?","def solution():
    #Pikachu started with 200 thunderbolts
    thunderbolts_initial = 200
    #He used 50 thunderbolts in a battle with Raichu
    thunderbolts_used_raichu = 50
    #He used 20 thunderbolts in a battle with Pichu
    thunderbolts_used_pichu = 20
    #The answer is
    result = thunderbolts_initial - thunderbolts_used_raichu - thunderbolts_used_pichu
    return result",130,1.0,1,1.0,1
2613,finetuned_llama,Captain Marvel can punch 10 times per second. She punches for 10 seconds. How many punches does she land?,"def solution():
    #Captain Marvel punches 10 times per second
    punches_per_second = 10
    #She punches for 10 seconds
    seconds = 10
    #The answer is
    result = punches_per_second * seconds
    return result",100,1.0,1,1.0,1
2614,finetuned_llama,"The 120-pound, 6-foot-tall, 30-year-old, male, oatmeal-eating, cholesterol-concerned, multivitamin-taking, health-conscious, but-still-eats-too-many-cookies, dad of three, ate 16 chocolate chip cookies on a Wednesday. 

He ate 32 more cookies on Thursday, and 8 more on Friday. 

How many cookies did he eat that week?","def solution():
    #The dad ate 16 cookies on Wednesday
    cookies_wednesday = 16
    #He ate 32 more on Thursday
    cookies_thursday = 32
    #And 8 more on Friday
    cookies_friday = 8
    #The answer is
    result = cookies_wednesday + cookies_thursday + cookies_friday
    return result",56,1.0,1,0.0,0
2615,finetuned_llama,A 15-gallon fish tank has 10 fish. Each fish needs 2.5 gallons of water. A 20-gallon fish tank has 15 fish. How many more gallons of water does the 20-gallon tank have per fish than the 15-gallon tank?,"def solution():
    #The 15-gallon tank has 10 fish
    tank_15_fish = 10
    #Each fish needs 2.5 gallons of water
    water_per_fish = 2.5
    #The 20-gallon tank has 15 fish
    tank_20_fish = 15
    #The answer is
    result = (15 * water_per_fish) / tank_15_fish - (20 * water_per_fish) / tank_20_fish
    return result",0.4166666666666665,,0,0.0,0
2616,finetuned_llama,There were 1520000000000 in circulation. 500000000000 of them were destroyed. 200000000000 more were created. How many are there now?,"def solution():
    #There were 1520000000000 in circulation
    in_circulation_initial = 1520000000000
    #500000000000 of them were destroyed
    destroyed = 500000000000
    #200000000000 more were created
    created = 200000000000
    #The answer is
    result = in_circulation_initial - destroyed + created
    return result",1220000000000,1.0,1,0.0,0
2617,finetuned_llama,"A candy store sells 5000 candy canes a day. 1000 of them are strawberry, 2000 of them are peppermint, and the rest are spearmint. How many spearmint candy canes does the candy store sell a day?","def solution():
    #Total candy canes sold a day
    total_candy_canes = 5000
    #Strawberry candy canes
    strawberry_candy_canes = 1000
    #Peppermint candy canes
    peppermint_candy_canes = 2000
    #The answer is
    result = total_candy_canes - strawberry_candy_canes - peppermint_candy_canes
    return result",2000,1.0,1,1.0,1
2618,finetuned_llama,"Creeper, a Minecraft player, has 4000 points. He/she spends 1000 of them on a new outfit, 2000 of them on a new pickaxe, and 500 of them on a new shovel. How many points does he/she have left?","def solution():
    #Creeper started with 4000 points
    points_initial = 4000
    #He/she spent 1000 on a new outfit
    outfit_cost = 1000
    #He/she spent 2000 on a new pickaxe
    pickaxe_cost = 2000
    #He/she spent 500 on a new shovel
    shovel_cost = 500
    #The answer is
    result = points_initial - outfit_cost - pickaxe_cost - shovel_cost
    return result",500,1.0,1,1.0,1
2619,finetuned_llama,"A frog lays her eggs in a pond. 200 of her eggs hatch, and 100 of the tadpoles die. 50 of the tadpoles that survive metamorphose into toads. 25 of the toads die. How many toads are left?","def solution():
    #The frog laid 200 eggs
    eggs = 200
    #100 of the tadpoles died
    tadpoles_died = 100
    #50 of the tadpoles metamorphosed into toads
    toads_metamorphosed = 50
    #25 of the toads died
    toads_died = 25
    #The answer is
    result = toads_metamorphosed - toads_died
    return result",25,1.0,1,0.0,0
2620,finetuned_llama,100 unicorns were in a magical land. 20 unicorns ate a poisonous flower and died. 10 unicorns were so sad that they left. 30 more unicorns were born. How many unicorns are in the magical land now?,"def solution():
    #There were 100 unicorns
    unicorns_initial = 100
    #20 unicorns ate a poisonous flower and died
    unicorns_died = 20
    #10 unicorns were so sad that they left
    unicorns_left = 10
    #30 more unicorns were born
    unicorns_born = 30
    #The answer is
    result = unicorns_initial - unicorns_died - unicorns_left + unicorns_born
    return result",100,1.0,1,0.0,0
2621,finetuned_llama,Steph Curry has 1200 3-point shots. He is 200 3-point shots short of the all-time record. How many 3-point shots per game does he need to average to break the record in 20 games?,"def solution():
    #Steph Curry has 1200 3-point shots
    shots_curry = 1200
    #He is 200 3-point shots short of the all-time record
    shots_short = 200
    #He needs to break the record in 20 games
    games = 20
    #The answer is
    result = shots_short / games
    return result",10.0,1.0,1,1.0,1
2622,finetuned_llama,Superman can fly 300 miles in 20 minutes. How many miles can he fly in 30 minutes?,"def solution():
    #Superman flies 300 miles in 20 minutes
    miles_20_minutes = 300
    #He flies 300/20 = 15 miles per minute
    miles_per_minute = miles_20_minutes / 20
    #He can fly 15*30 = 450 miles in 30 minutes
    miles_30_minutes = miles_per_minute * 30
    return miles_30_minutes",450.0,1.0,1,1.0,1
2623,finetuned_llama,"The first book in the Harry Potter series, ""Harry Potter and the Philosopher's Stone"", was 223 pages long. The second book, ""Harry Potter and the Chamber of Secrets"", was 100 pages longer. The third book, ""Harry Potter and the Prisoner of Azkaban"", was 200 pages longer than the first book. How many pages are in the first three Harry Potter books in total?","def solution():
    # Length of the first book
    first_book = 223

    # Length of the second book, 100 pages longer than the first
    second_book = first_book + 100

    # Length of the third book, 200 pages longer than the first
    third_book = first_book + 200

    # Total pages in the first three books
    total_pages = first_book + second_book + third_book

    return total_pages",969,1.0,1,1.0,1
2624,finetuned_llama,Barbie has 300 pink pearls. She wears 30 of them in a necklace. She wears 20 of them in a bracelet. She wears 10 of them in a crown. How many pearls does she have left?,"def solution():
    #Barbie started with 300 pearls
    pearls_initial = 300
    #She wore 30 in a necklace
    pearls_necklace = 30
    #She wore 20 in a bracelet
    pearls_bracelet = 20
    #She wore 10 in a crown
    pearls_crown = 10
    #The answer is
    result = pearls_initial - pearls_necklace - pearls_bracelet - pearls_crown
    return result",240,1.0,1,1.0,1
2625,finetuned_llama,"A 24-pack of soda cans is on sale for 25% off. If the soda is normally $24 a 24-pack, how much is each can now?","def solution():
    #A 24-pack of soda cans is on sale for 25% off.
    #If the soda is normally $24 a 24-pack, how much is each can now?
    #Discounted price of 24-pack = 24 - (24 * 25 / 100)
    #Price of 1 can = discounted price of 24-pack / 24
    soda_price = 24
    soda_discount = 25 / 100
    discounted_soda_price = soda_price - (soda_price * soda_discount)
    soda_can_price = discounted_soda_price / 24
    return soda_can_price",0.75,1.0,1,1.0,1
2626,finetuned_llama,5000 people are at a rally. 1000 more people than the number at the rally are at a counter-rally. 2000 more people than the number at the counter-rally are at a neutral rally. How many people are at the three rallies in total?,"def solution():
    #5000 people are at a rally
    rally_people = 5000
    #1000 more people than the number at the rally are at a counter-rally
    counter_rally_people = rally_people + 1000
    #2000 more people than the number at the counter-rally are at a neutral rally
    neutral_rally_people = counter_rally_people + 2000
    #The answer is
    result = rally_people + counter_rally_people + neutral_rally_people
    return result",19000,1.0,1,1.0,1
2627,finetuned_llama,"The lacrosse team at the University of Maryland has 34 players. 22 of them are from Maryland, 6 are from Virginia, and the rest are from Pennsylvania. How many players are from Pennsylvania?","def solution():
    #Total players
    total_players = 34
    #Players from Maryland
    players_md = 22
    #Players from Virginia
    players_va = 6
    #Players from Pennsylvania
    players_pa = total_players - players_md - players_va
    return players_pa",6,1.0,1,1.0,1
2628,finetuned_llama,The field hockey team has 12 players. The coach has 20 jerseys. How many jerseys does each player get?,"def solution():
    #The team has 12 players
    players = 12
    #The coach has 20 jerseys
    jerseys = 20
    #The answer is
    result = jerseys / players
    return result",1.6666666666666667,1.0,1,0.0,0
2629,finetuned_llama,"The New England Patriots and the Green Bay Packers are two of the best football teams in the NFL. The Patriots have 42 Super Bowl wins, and the Packers have 36. The Packers are 2/3 of the way to the Patriots' number of wins. How many more Super Bowls does the Packers need to win to have as many as the Patriots?","def solution():
    #The Packers are 2/3 of the way to the Patriots' number of wins
    packers_wins = 36
    patriots_wins = 42
    packers_to_patriots_ratio = 2/3
    #The Packers need
    packers_needs = patriots_wins - packers_wins
    return packers_needs",6,,0,0.0,0
2630,finetuned_llama,"12 dachshunds, 17 beagles, and 20 corgis are at a dog show. How many dogs are at the show?","def solution():
    #Number of dachshunds
    dachshunds = 12
    #Number of beagles
    beagles = 17
    #Number of corgis
    corgis = 20
    #Total number of dogs
    total_dogs = dachshunds + beagles + corgis
    return total_dogs",49,1.0,1,1.0,1
