,question,solution,answer,topic,question_number
989,Pikachu has 1000 thunderbolts. He uses 200 thunderbolts in a battle with Squirtle. He then uses 300 thunderbolts in a battle with Bulbasaur. How many thunderbolts does he have left?,"def solution():
    #Pikachu started with 1000 thunderbolts
    thunderbolts_initial = 1000
    #He used 200 in a battle with Squirtle
    thunderbolts_used_squirtle = 200
    #He used 300 in a battle with Bulbasaur
    thunderbolts_used_bulbasaur = 300
    #The answer is
    result = thunderbolts_initial - thunderbolts_used_squirtle - thunderbolts_used_bulbasaur
    return result",500,Pokémon,mathwell_q955
817,"There are 4 Ninja Turtles. 

Leonardo is the leader. 

Raphael is 20% taller than Leonardo. 

Michelangelo is 10% shorter than Raphael. 

Donatello is 20% wider than Michelangelo. 

If Leonardo is 6 feet tall, how wide is Donatello?","def solution():

    # Leonardo is 6 feet tall

    leonardo_height = 6

    # Raphael is 20% taller than Leonardo

    raphael_height = leonardo_height * 1.2

    # Michelangelo is 10% shorter than Raphael

    michelangelo_height = raphael_height * 0.9

    # Donatello is 20% wider than Michelangelo

    donatello_width = michelangelo_height * 1.2

    return donatello_width",7.775999999999999,Ninja Turtles,mathwell_q791
1159,"There are 12000 unicorns in the land of Unicornia. 20% of them are blue, 30% of them are purple, and 50% of them are pink. How many unicorns are not blue, purple, or pink?","def solution():
    #There are 12000 unicorns in the land of Unicornia
    unicorns_total = 12000
    #20% of them are blue
    unicorns_blue = unicorns_total * 0.2
    #30% of them are purple
    unicorns_purple = unicorns_total * 0.3
    #50% of them are pink
    unicorns_pink = unicorns_total * 0.5
    #The answer is
    result = unicorns_total - unicorns_blue - unicorns_purple - unicorns_pink
    return result",0.0,unicorns,llama_q1148
443,"The girls' field hockey team won 40 games. 
The boys' field hockey team won 60 games. 
The two teams are combining. 
How many total games will the new team have won?","def solution():
    #Number of games won by girls' team
    girls_team = 40  
    #Number of games won by boys' team
    boys_team = 60  
    #Answer is
    result = girls_team + boys_team         
    return result",100,field hockey,llema_q443
576,"In Minecraft, a zombie has 20 health. It loses 3 health when a player hits it with a sword. It loses 5 health when a player hits it with an axe. It loses 8 health when a player hits it with a bow. How many times does a player have to hit a zombie with a bow to kill it?","def solution():
    #A zombie has 20 health
    zombie_health = 20
    #It loses 3 health when a player hits it with a sword
    zombie_health_loss_sword = 3
    #It loses 5 health when a player hits it with an axe
    zombie_health_loss_axe = 5
    #It loses 8 health when a player hits it with a bow
    zombie_health_loss_bow = 8
    #The answer is
    result = zombie_health / zombie_health_loss_bow
    return result",2.5,Minecraft,llama_q574
50,Wonder Woman has 1000 pairs of bullet-deflecting bracelets. She gives 1/3 of them to Batman. She then gives 2/5 of what's left to Superman. How many bracelets does she have left?,"def solution():
    #Wonder Woman started with 1000 pairs of bracelets
    bracelets_initial = 1000
    #She gave 1/3 of them to Batman
    bracelets_given_batman = 1 / 3 * bracelets_initial
    #She then gave 2/5 of what's left to Superman
    bracelets_given_superman = 2 / 5 * (bracelets_initial - bracelets_given_batman)
    #The answer is
    result = bracelets_initial - bracelets_given_batman - bracelets_given_superman
    return result",400.00000000000006,Wonder Woman,llama_q50
858,"500 planes are flying from New York to London. 100 of them are Boeing 747s, 200 are Airbus A380s, and the rest are Boeing 777s. How many Boeing 777s are flying from New York to London?","def solution():
    #500 planes are flying from New York to London
    total_planes = 500
    #100 of them are Boeing 747s
    boeing_747 = 100
    #200 of them are Airbus A380s
    airbus_a380 = 200
    #The answer is
    result = total_planes - boeing_747 - airbus_a380
    return result",200,planes,llama_q853
593,"A lacrosse team has 120 sticks. 
They use 40 sticks in a game and 20 sticks in a practice. 
How many sticks do they have left?","def solution():
    #The team started with 120 sticks
    sticks_initial = 120
    #They used 40 sticks in a game
    sticks_used_game = 40
    #And 20 sticks in a practice
    sticks_used_practice = 20
    #The answer is
    result = sticks_initial - sticks_used_game - sticks_used_practice
    return result",60,lacrosse,mathwell_q576
1428,"A Creeper has 200 HP. A Skeleton has 100 HP. A Zombie has 150 HP. How many HP do 10 Creepers, 15 Skeletons, and 12 Zombies have?","def solution():
    #A Creeper has 200 HP
    creeper_hp = 200
    #A Skeleton has 100 HP
    skeleton_hp = 100
    #A Zombie has 150 HP
    zombie_hp = 150
    #The answer is
    result = (10 * creeper_hp) + (15 * skeleton_hp) + (12 * zombie_hp)
    return result",5300,Minecraft,mathwell_q1368
423,"A cheer leading squad has 20 members. 10 of them are on the pyramid, 5 of them are on the ground, and the rest are in the air. How many cheerleaders are in the air?","def solution():
    #The squad has 20 members
    members = 20
    #10 of them are on the pyramid
    pyramid = 10
    #5 of them are on the ground
    ground = 5
    #The rest are in the air. The answer is
    air = members - pyramid - ground
    return air",5,cheer leading,mathwell_q417
837,"Captain Marvel can fly at 616 miles per hour. How long would it take her to fly around the world? (Hint: The circumference of the Earth is approximately 24,900 miles.)","def solution():
    #Captain Marvel's speed is
    speed = 616
    #The circumference of the Earth is
    circumference = 24900
    #The answer is
    result = circumference / speed
    return result",40.422077922077925,Captain Marvel,llama_q833
609,"Spiderman is swinging on an electric web for a total of 178 feet on Monday. One web length is 52 feet, and two lengths of web are 18 feet. How many lengths of web does he swing on for the rest of the week?","def solution():
    #Spiderman started with 178 feet of electric web for swinging
    web_total = 178
    #One length is 52 feet
    web_length_one = 52
    #And two lengths are 18 feet
    web_length_two = 18
    #The answer is
    result = web_total - web_length_one - web_length_two
    return result",108,Spiderman,llema_q607
1125,"Batman has 500 batarangs. 200 of them are in the Batcave, 100 of them are in the Batmobile, and the rest are in the Batwing. How many batarangs are in the Batwing?","def solution():
    #Batman has 500 batarangs
    batarangs_total = 500
    #200 of them are in the Batcave
    batarangs_batcave = 200
    #100 of them are in the Batmobile
    batarangs_batmobile = 100
    #The answer is
    result = batarangs_total - batarangs_batcave - batarangs_batmobile
    return result",200,Batman,llama_q1115
1178,"Iron Man's suit of armor has 212 moving parts. 132 of these are in the legs, 32 are in the arms, and the rest are in the torso. How many moving parts are in the torso?","def solution():
    #The suit of armor has 212 moving parts
    moving_parts_total = 212
    #132 of these are in the legs
    moving_parts_legs = 132
    #32 are in the arms
    moving_parts_arms = 32
    #The answer is
    result = moving_parts_total - moving_parts_legs - moving_parts_arms
    return result",48,Iron Man,llama_q1166
1155,2000 cars are in a parking lot. 4000 more cars park in the lot. 2000 cars leave. How many cars are in the parking lot now?,"def solution():
    #2000 cars are in a parking lot
    cars_initial = 2000
    #4000 more cars park in the lot
    cars_parked = 4000
    #2000 cars leave
    cars_left = 2000
    #The answer is
    result = cars_initial + cars_parked - cars_left
    return result",4000,cars,mathwell_q1112
508,"Serena Williams has 23 Grand Slam singles titles. 

She has 14 Grand Slam doubles titles with her sister, Venus. 

She has 2 Grand Slam mixed doubles titles. 

How many Grand Slam titles does she have in total?","def solution():
    #Serena has 23 Grand Slam singles titles
    singles_titles = 23
    #14 Grand Slam doubles titles with her sister, Venus
    doubles_titles = 14
    #2 Grand Slam mixed doubles titles
    mixed_doubles_titles = 2
    #The answer is
    result = singles_titles + doubles_titles + mixed_doubles_titles
    return result",39,Serena Williams,mathwell_q500
977,"A soccer team has 12 players. 2 of the players are goalkeepers. 4 of the players are defenders. 3 of the players are midfielders. 3 of the players are forwards. How many of the players are not goalkeepers, defenders, midfielders, or forwards?","def solution():
    #The team has 12 players
    players_total = 12
    #2 of the players are goalkeepers
    players_goalkeeper = 2
    #4 of the players are defenders
    players_defender = 4
    #3 of the players are midfielders
    players_midfielder = 3
    #3 of the players are forwards
    players_forward = 3
    #The answer is
    result = players_total - players_goalkeeper - players_defender - players_midfielder - players_forward
    return result",0,soccer,llama_q971
1349,"200 cats are in a cattery. 100 of them are black, 50 are white, and the rest are tabby. How many tabby cats are there?","def solution():
    #Total cats
    total_cats = 200
    #Black cats
    black_cats = 100
    #White cats
    white_cats = 50
    #The answer is
    result = total_cats - black_cats - white_cats
    return result",50,cats,mathwell_q1295
399,Naruto has 200 ramen noodles. He eats 10 ramen noodles every day. How many ramen noodles does he have left after 30 days?,"def solution():
    #Naruto has 200 ramen noodles
    ramen_noodles_total = 200
    #He eats 10 ramen noodles every day
    ramen_noodles_eaten_per_day = 10
    #There are 30 days
    num_days = 30
    #The answer is
    result = ramen_noodles_total - ramen_noodles_eaten_per_day * num_days
    return result",-100,Naruto,llama_q399
1197,11 field hockey players and 12 soccer players are on a field. 2 soccer players and 3 field hockey players leave. How many athletes remain on the field?,"def solution():
    #There were 11 field hockey players and 12 soccer players
    field_hockey_players_initial = 11
    soccer_players_initial = 12
    #2 soccer players and 3 field hockey players leave
    soccer_players_leave = 2
    field_hockey_players_leave = 3
    #The answer is
    result = (field_hockey_players_initial - field_hockey_players_leave) + (soccer_players_initial - soccer_players_leave)
    return result",18,field hockey,mathwell_q1153
996,"Captain Marvel can punch 1000 times a minute. 
If she punches 1000 times a minute for 10 minutes, how many punches has she thrown?","def solution():
    #Captain Marvel can punch 1000 times a minute
    punches_per_minute = 1000
    #She punches 1000 times a minute for 10 minutes
    minutes = 10
    #The answer is
    result = punches_per_minute * minutes
    return result",10000,Captain Marvel,mathwell_q962
19,A dinosaur is 30 feet long. He is 15 feet tall. How many feet is he from head to tail?,"def solution():
    #The dinosaur is 30 feet long
    dinosaur_length = 30
    #He is 15 feet tall
    dinosaur_height = 15
    #The answer is
    result = dinosaur_length + dinosaur_height
    return result",45,dinosaurs,llama_q19
687,Captain America has a shield that can deflect 5 bullets per second. He can deflect bullets for 10 seconds. How many bullets can he deflect?,"def solution():
    #Captain America's shield can deflect 5 bullets per second
    bullets_per_second = 5
    #He can deflect bullets for 10 seconds
    seconds = 10
    #The answer is
    result = bullets_per_second * seconds
    return result",50,Captain America,llama_q684
