,0
1287,"
{
  ""question"": ""The Ninja Turtles are planning to order pizza to celebrate their victory against the Shredder. Leonardo orders 2 pizzas, Donatello orders twice as many as Leonardo, Michelangelo orders 3 more pizzas than Donatello, and Raphael does not order any because he's on a diet. How many pizzas do the Ninja Turtles order in total?"",
  ""solution"": ""def solution():\n    # Leonardo orders 2 pizzas\n    pizzas_leonardo = 2\n    # Donatello orders twice as many as Leonardo\n    pizzas_donatello = 2 * pizzas_leonardo\n    # Michelangelo orders 3 more pizzas than Donatello\n    pizzas_michelangelo = pizzas_donatello + 3\n    # Raphael does not order any pizza\n    pizzas_raphael = 0\n\n    # Total pizzas ordered\n    total_pizzas = pizzas_leonardo + pizzas_donatello + pizzas_michelangelo + pizzas_raphael\n\n    return total_pizzas\n\n# Uncomment below to test the function\n# print(solution())"",
  ""answer"": ""13"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the individual pizza orders for Leonardo, Donatello, Michelangelo, and accounts for Raphael not ordering. Adding them up provides the correct total number of pizzas ordered.""
}
"
1288,"
{
  ""question"": ""Jenny baked 24 chocolate chip cookies and 36 oatmeal cookies. She decides to give 8 chocolate chip cookies and 12 oatmeal cookies to her neighbor. How many cookies does Jenny have left?"",
  ""solution"": ""def solution():\n    # Jenny baked 24 chocolate chip cookies\n    chocolate_chip_cookies = 24\n    # Jenny also baked 36 oatmeal cookies\n    oatmeal_cookies = 36\n    # She gives away 8 chocolate chip cookies\n    chocolate_chip_cookies_given = 8\n    # She gives away 12 oatmeal cookies\n    oatmeal_cookies_given = 12\n    # Calculating the remaining cookies\n    remaining_chocolate_chip_cookies = chocolate_chip_cookies - chocolate_chip_cookies_given\n    remaining_oatmeal_cookies = oatmeal_cookies - oatmeal_cookies_given\n    # The total number of cookies Jenny has left is\n    result = remaining_chocolate_chip_cookies + remaining_oatmeal_cookies\n    return result\n\n# Uncomment the line below to test the function\n# print(solution())"",
  ""answer"": ""40"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the remaining number of both chocolate chip and oatmeal cookies Jenny has left by subtracting the number of each type of cookie given to the neighbor. The final answer is the sum of the remaining chocolate chip and oatmeal cookies, which is correct.""
}
"
1289,"{'question': 'During a summer volleyball tournament, a team won a total of 15 matches. They lost 3 matches less than they won. How many matches did they lose?\n\n', 'solution': 'def solution():\n    # The team won a total of 15 matches.\n    matches_won = 15\n    # They lost 3 matches less than what they won.\n    matches_lost = matches_won - 3\n    # The answer is the number of matches lost.\n    return matches_lost', 'answer': '12', 'accuracy': 1.0, 'explanation': 'The solution accurately calculates the number of matches lost by subtracting 3 from the total number of matches won.'}"
1290,"{'question': 'The Teenage Mutant Ninja Turtles are ordering pizza for their movie night. Each turtle wants 3 slices of pizza, and there are 4 turtles. Each pizza has 8 slices. How many pizzas do they need to order so that each turtle gets exactly 3 slices?', 'solution': 'def solution():\n    # Each turtle wants 3 slices and there are 4 turtles\n    slices_per_turtle = 3\n    number_of_turtles = 4\n    total_slices_needed = slices_per_turtle * number_of_turtles\n    \n    # Each pizza has 8 slices\n    slices_per_pizza = 8\n    \n    # To find out how many pizzas are needed, we divide total slices needed by slices per pizza\n    # We use the ceiling division to make sure we have enough pizza even if it results in some leftover slices\n    from math import ceil\n    pizzas_needed = ceil(total_slices_needed / slices_per_pizza)\n    \n    return pizzas_needed', 'answer': '2', 'accuracy': 1.0, 'explanation': 'The solution calculates the total number of pizza slices needed by multiplying the number of slices each turtle wants by the number of turtles. It then uses ceiling division to determine the minimum number of whole pizzas that can be ordered to meet the needed number of slices without a shortage, even if there are extra slices left.'}"
1291,"
{
  ""question"": ""Barbie is planning a tea party and she wants to invite 8 of her friends. If each friend will get 3 cookies and each cookie costs $2, how much will Barbie spend on cookies for her tea party?"",
  ""solution"": ""def solution():\n    # Barbie wants to invite 8 friends\n    number_of_friends = 8\n    # Each friend gets 3 cookies\n    cookies_per_friend = 3\n    # Each cookie costs $2\n    cost_per_cookie = 2\n    # Total cookies needed is number of friends times cookies per friend\n    total_cookies_needed = number_of_friends * cookies_per_friend\n    # The answer is total cookies needed times cost per cookie\n    result = total_cookies_needed * cost_per_cookie\n    return result"",
  ""answer"": ""48"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the total number of cookies needed by multiplying the number of friends by the number of cookies per friend. Then it multiplies the total number of cookies by the cost per cookie to find the total cost for the cookies, arriving at the correct answer of $48.""
}
"
1292,"{'question': 'A car rental company has a fleet of 150 cars. On Monday, they rented out 67 cars. On Tuesday, they had to take 13 cars for maintenance and therefore were not available for rent. How many cars does the company have available for rent now?', 'solution': 'def solution():\n    # The company starts with 150 cars\n    total_cars = 150\n    # On Monday, 67 cars were rented out\n    cars_rented_out = 67\n    # On Tuesday, 13 cars were taken for maintenance\n    cars_for_maintenance = 13\n    # The number of cars available for rent is the initial number minus the rented and maintenance cars\n    available_cars = total_cars - cars_rented_out - cars_for_maintenance\n    # The answer is\n    return available_cars\n\n# Calling the solution function and printing the result\nprint(solution())  # This will print the number of available cars for rent', 'answer': '70', 'accuracy': 1.0, 'explanation': 'The solution correctly calculates the number of cars available for rent by subtracting the number of cars rented out and the number of cars taken for maintenance from the total number of cars in the fleet.'}"
1293,"{'question': 'LeBron James has 10000 points. 2000 of them are 3-pointers. 4000 of them are 2-pointers. 1000 of them are free throws. \nHow many of his points are not 3-pointers, 2-pointers, or free throws?', 'solution': 'def solution():\n    #LeBron James has 10000 points\n    lebron_points = 10000\n    #2000 of them are 3-pointers\n    lebron_3_pointers = 2000\n    #4000 of them are 2-pointers\n    lebron_2_pointers = 4000\n    #1000 of them are free throws\n    lebron_free_throws = 1000\n    #The answer is\n    result = lebron_points - lebron_3_pointers - lebron_2_pointers - lebron_free_throws\n    return result', 'answer': '3000', 'accuracy': 1.0, 'explanation': 'The solution correctly identifies the number of points that are accounted for by LeBron James in the form of 3-pointers, 2-pointers, and free throws. It then subtracts the sum of these points from the total points to determine how many points are not categorized as any of these types of shots.'}"
1294,"
{
  ""question"": ""A volleyball team has 120 volleyballs. 45 of them are in the gym. 31 of them are in the locker room. The rest are in the equipment room. How many volleyballs are in the equipment room?"",
  ""solution"": ""def solution():\n    #The volleyball team has 120 volleyballs\n    volleyballs_total = 120\n    #45 of them are in the gym\n    volleyballs_gym = 45\n    #31 of them are in the locker room\n    volleyballs_locker_room = 31\n    #The rest are in the equipment room\n    volleyballs_equipment_room = volleyballs_total - volleyballs_gym - volleyballs_locker_room\n    #The answer is\n    result = volleyballs_equipment_room\n    return result"",
  ""answer"": ""44"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly subtracts the number of volleyballs in the gym and in the locker room from the total number of volleyballs, yielding the correct number of volleyballs in the equipment room.""
}
"
1295,"{'question': 'Steph Curry made 13 3-pointers against the New Orleans Pelicans. He made 11 3-pointers against the Oklahoma City Thunder. He made 5 3-pointers against the Memphis Grizzlies. He made 4 3-pointers against the Dallas Mavericks. How many 3-pointers did he make in total?', 'solution': 'def solution():\n    #3-pointers against the Pelicans\n    pelicans = 13\n    #3-pointers against the Thunder\n    thunder = 11\n    #3-pointers against the Grizzlies\n    grizzlies = 5\n    #3-pointers against the Mavericks\n    mavericks = 4\n    #The answer is\n    result = pelicans + thunder + grizzlies + mavericks\n    return result', 'answer': '33', 'accuracy': 1.0, 'explanation': 'The solution correctly adds the number of 3-pointers made against each team by Steph Curry to arrive at the correct total amount.'}"
1296,"
{
  ""question"": ""A volleyball team has 12 members. \n\n4 of them are setters, \n\n5 of them are hitters, \n\nand the rest are liberos. \n\nHow many liberos are on the team?"",
  ""solution"": ""def solution():\n    # total members\n    total_members = 12\n    # setters\n    setters = 4\n    # hitters\n    hitters = 5\n    # liberos\n    liberos = total_members - setters - hitters\n    return liberos"",
  ""answer"": ""3"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the number of liberos by subtracting the sum of the number of setters and hitters from the total number of members on the volleyball team.""
}
"
