,question,solution,answer,accuracy,explanation
567,"Steve has 1200 gold. He spends 400 gold on a new outfit, 150 gold on a new headband, and 200 gold on a new set of diamond tools. How much gold does he have left?","def solution():
    #Steve started with 1200 gold
    gold_initial = 1200
    #He spent 400 gold on a new outfit
    gold_outfit = 400
    #He spent 150 gold on a new headband
    gold_headband = 150
    #He spent 200 gold on a new set of diamond tools
    gold_tools = 200
    #The answer is
    result = gold_initial - gold_outfit - gold_headband - gold_tools
    return result",450,1.0,"The solution correctly subtracts the cost of the outfit, headband, and diamond tools from the initial amount of gold, resulting in the correct remaining amount of gold."
568,"The field hockey team has 22 players. 11 of the players are on the field, 5 of the players are on the bench, and the rest of the players are in the locker room. How many players are in the locker room?","def solution():
    #The field hockey team has 22 players
    players_total = 22
    #11 of the players are on the field
    players_field = 11
    #5 of the players are on the bench
    players_bench = 5
    #The rest of the players are in the locker room. The answer is
    players_locker_room = players_total - players_field - players_bench
    return players_locker_room",6,1.0,"The solution correctly defines the total number of players, subtracts the number of players on the field and the number of players on the bench from the total number of players to arrive at the correct number of players who are in the locker room."
569,Tony Stark has 1000 Arc Reactors. 200 of them are in the Mark 50. 300 of them are in the Mark 42. 500 of them are in the Mark 46. How many Arc Reactors does he have in the rest of the suits?,"def solution():
    #Tony Stark has 1000 Arc Reactors
    arc_reactors_total = 1000
    #200 of them are in the Mark 50
    arc_reactors_mark50 = 200
    #300 of them are in the Mark 42
    arc_reactors_mark42 = 300
    #500 of them are in the Mark 46
    arc_reactors_mark46 = 500
    #The answer is
    result = arc_reactors_total - arc_reactors_mark50 - arc_reactors_mark42 - arc_reactors_mark46
    return result",0,1.0,"The solution correctly subtracts the sum of arc reactors in the Mark 50, Mark 42, and Mark 46 from the total arc reactors that Tony Stark has, resulting in 0 arc reactors remaining for other suits."
570,"100 cars are in a parking lot. 25 of them are red. 20 of them are blue. 30 of them are green. 15 of them are yellow. 10 of them are pink. How many of them are not red, blue, green, yellow, or pink?","def solution():
    #Total cars
    total_cars = 100
    #Red cars
    red_cars = 25
    #Blue cars
    blue_cars = 20
    #Green cars
    green_cars = 30
    #Yellow cars
    yellow_cars = 15
    #Pink cars
    pink_cars = 10
    #The answer is
    result = total_cars - red_cars - blue_cars - green_cars - yellow_cars - pink_cars
    return result",0,1.0,"The solution correctly subtracts the number of cars in each specified color from the total number of cars to determine the number of cars that are not red, blue, green, yellow, or pink."
571,"Captain Marvel has 1000 photon blasts. 200 of them are red, 300 are blue, and the rest are green. How many of the photon blasts are green?","def solution():
    #Captain Marvel has 1000 photon blasts
    photon_blasts_total = 1000
    #200 of them are red
    photon_blasts_red = 200
    #300 are blue
    photon_blasts_blue = 300
    #The rest are green
    photon_blasts_green = photon_blasts_total - photon_blasts_red - photon_blasts_blue
    return photon_blasts_green",500,1.0,"The solution accurately calculates the number of green photon blasts by subtracting the number of red and blue blasts from the total, which arrives at the correct answer."
572,"Ash has 100 Pikachus. 
He catches 20 more Pikachus. 
10 of his Pikachus evolve into Raichus. 
How many Pikachus does he have now?","def solution():
    #Ash has 100 Pikachus
    pikachus_initial = 100
    #He catches 20 more Pikachus
    pikachus_caught = 20
    #10 of his Pikachus evolve into Raichus
    pikachus_evolved = 10
    #The answer is
    result = pikachus_initial + pikachus_caught - pikachus_evolved
    return result",110,1.0,"The solution is accurate. It correctly starts with the initial number of Pikachus (100), adds the 20 newly caught Pikachus, and then subtracts the 10 Pikachus that evolved into Raichus to find the remaining number of Pikachus, which is 110."
573,"The football team has 11 players on the field. 

The offense has 7 players. 

The defense has 4 players. 

How many players are on special teams?","def solution():
    #The football team has 11 players on the field
    players = 11
    #The offense has 7 players
    offense = 7
    #The defense has 4 players
    defense = 4
    #The answer is
    result = players - offense - defense
    return result",0,1.0,"The solution accurately calculates the number of players on the special teams by realizing that all of the players on the field are accounted for in either offense or defense. With 7 players on offense and 4 on defense, there are no players left for special teams (11 - 7 - 4 = 0)."
574,Barbie has 1000 pairs of shoes. 200 of the pairs of shoes are high heels. 1/4 of the high heels are red. How many red high heels does Barbie have?,"def solution():
    #Barbie has 1000 pairs of shoes
    shoes = 1000
    #200 of the pairs of shoes are high heels
    high_heels = shoes * 200/1000
    #1/4 of the high heels are red
    red_high_heels = high_heels * 1/4
    #The answer is
    result = red_high_heels
    return result",50.0,0.0,"The solution incorrectly calculates the number of high heels by multiplying the total number of shoes by 200/1000. The correct calculation should simply take the number of high heels given, which is 200, and then calculate 1/4 of that number to get the number of red high heels."
575,"Pikachu, a Pokémon, has 100 PP (Power Points). 
It uses 10 PP to use Thunderbolt, 20 PP to use Thunder, and 10 PP to use Quick Attack. 
How many PP does it have left?","def solution():
    #Pikachu has 100 PP
    pp_initial = 100
    #It uses 10 PP to use Thunderbolt, 20 PP to use Thunder, and 10 PP to use Quick Attack.
    pp_used_thunderbolt = 10
    pp_used_thunder = 20
    pp_used_quick_attack = 10
    #The answer is
    result = pp_initial - pp_used_thunderbolt - pp_used_thunder - pp_used_quick_attack
    return result",60,1.0,"The solution correctly calculates the remaining PP by subtracting the PP used for each move. Pikachu starts with 100 PP and uses a total of 40 PP (10 for Thunderbolt, 20 for Thunder, and 10 for Quick Attack), so the remaining PP is 60."
576,"12 field hockey players are on the field. 5 of them are forwards, 4 of them are midfielders, and 3 of them are defenders. How many of the players are not goalies?","def solution():
    #12 field hockey players are on the field
    players_total = 12
    #5 of them are forwards
    forwards = 5
    #4 of them are midfielders
    midfielders = 4
    #3 of them are defenders
    defenders = 3
    #The answer is
    result = players_total - forwards - midfielders - defenders
    return result",0,1.0,"The solution correctly calculates the number of players who are not goalies by subtracting the number of forwards, midfielders, and defenders from the total number of players. Since these roles account for all 12 players, the result indicating that there are 0 players who are not in one of these roles (i.e., not goalies) is correct."
