,question_number,question,grade,answer,math_topic
2253,question_2253,"Each chocolate bar in a box cost $3. If a box had 9 bars total and Wendy sold all but 3 bars, how much money would she have made?",3,18 (dollars),Multiplication
2254,question_2254,"Dave had 10 video games but 2 of them weren't working. If he wanted to sell the working games for $4 each, how much money could he earn?",3,32 (dollars),Multiplication
2255,question_2255,"April's discount flowers was having a sale where each rose was 4 dollars. If April started with 13 roses and had 4 roses left, how much money did she earn?",3,36 (dollars),Multiplication
2256,question_2256,"Isabel baked 3 brownies, but needed 5 total for her party. If she used 5 cups of flour on each one, how much cups of flour does she still need?",3,10 (cups of flour),Multiplication
2257,question_2257,"At a restaurant each adult meal costs $8 and kids eat free. If a group of 11 people came in and 2 were kids, how much would it cost for the group to eat?",3,72 (dollars),Multiplication
2258,question_2258,"At the fair Kaleb bought 6 tickets. After riding the ferris wheel he had 3 tickets left. If each ticket cost 9 dollars, how much money did Kaleb spend riding the ferris wheel?",3,27 (dollars),Multiplication
2259,question_2259,"A trivia team had 9 members total, but during a game 3 members didn't show up. If each member that did show up scored 2 points, how many points were scored total?",3,12 (points),Multiplication
2260,question_2260,"There were 8 friends playing a video game online when 3 players quit. If each player left had 3 lives, how many lives did they have total?",3,15 (lives),Multiplication
2261,question_2261,"Sam invited 9 friends to a birthday party, but 6 couldn't come. If he wanted to buy enough cupcakes so each person could have exactly 2, how many should he buy?",3,6 (cupcakes),Multiplication
2262,question_2262,"If Helen sold 12 boxes of Trefoils, how many cases of 12 boxes does Helen pickup from the cookie mom?",4,1 (case),Common-Division
2263,question_2263,Girl Scout cookies come packed 12 boxes to a case. Scout Deborah sold 31 boxes of Lemon Chalet Cremes. How many boxes will not be packed to a case?,4,7 (boxes),Surplus
2264,question_2264,"Nancy sold 45 boxes of Tagalongs. How many cases of 12 boxes, plus extra boxes does Nancy need?",4,4 (cases),Ceil-Division
2265,question_2265,"Anne had 15 Sweettarts. If Anne gave equal numbers of Sweettarts to her 3 friends, how many Sweettarts did each person eat?",4,5 (Sweettarts),Common-Division
2266,question_2266,"Sean had 45 Starbursts. If Sean gave equal numbers of Starbursts to his 18 friends and then he ate what was left, how many Starbursts did each person eat?",4,2 (Starbursts),Floor-Division
2267,question_2267,"Matthew had 27 crackers. If Matthew gave equal numbers of crackers to his 9 friends, how many crackers did each person eat?",4,3 (crackers),Common-Division
2268,question_2268,"Mary sold 9 boxes of Do-Si-Dos. How many cases of 6 boxes, plus extra boxes does Mary need to deliver?",4,2 (cases),Ceil-Division
2269,question_2269,"Samuel had 14 Skittles. If Samuel gave equal numbers of Skittles to his 4 friends and then he ate what was left, how many Skittles did each person eat?",4,3 (Skittles),Floor-Division
2270,question_2270,"If Lillian split 20 Skittles between 8 people in her class and kept the left overs, how many Skittles did each classmate get?",4,2 (Skittles),Floor-Division
2271,question_2271,Lemon heads come in packages of 3. Patricia ate 15 Lemon Heads. How many Lemon Heads does she have left?,4,0 (Lemon Head),Surplus
2272,question_2272,Crackers come in packages of 18. Betty ate 45 crackers. How many crackers does she have left?,4,9 (crackers),Surplus
2273,question_2273,Skittles come in packages of 6. Juan ate 24 Skittles. How many Skittles does he have left?,4,0 (Skittle),Surplus
2274,question_2274,"Virginia had 13 Sweettarts. If Virginia gave equal numbers of Sweettarts to her 4 friends and then she ate what was left, how many Sweettarts did each person eat?",4,3 (Sweettarts),Floor-Division
2275,question_2275,Shirley sold 54 boxes of Trefoils. How many cases of 6 boxes does Shirley need to deliver?,3,9 (cases),Common-Division
2276,question_2276,Atomic fireballs come in packages of 9. Barbara ate 59 Atomic Fireballs. How many Atomic Fireballs does she have left?,4,5 (Atomic Fireballs),Surplus
2277,question_2277,"Billy had 72 Lemon Heads. If Billy gave equal numbers of Lemon Heads to his 6 friends, how many Lemon Heads did each person eat?",3,12 (Lemon Heads),Common-Division
2278,question_2278,"There are 25 pencils in Frances's pencil collection. If the pencils are organized into 5 groups, how big is each group?",3,5 (pencils),Common-Division
2279,question_2279,"There are 35 eggs in Margaret's egg collection. If the eggs are organized into 5 groups, how big is each group?",3,7 (eggs),Common-Division
2280,question_2280,"There are 9 students in the class and 27 Skittles. If the Skittles are divided equally among the students, how many does each student get?",3,3 (Skittles),Common-Division
2281,question_2281,The school is planning a field trip. There are 60 students and 10 seats on each school bus. How many buses are needed to take the trip?,3,6 (buses),Common-Division
2282,question_2282,"There are 560 bottle caps in Terry's bottle cap collection. If the bottle caps are organized into 80 groups, how big is each group?",4,7 (bottle caps),Common-Division
2283,question_2283,"Philip has 60 bottle caps stored in boxes. If the are 60 boxes, how many bottle caps must go in each box?",4,1 (bottle cap),Common-Division
2284,question_2284,"There are 64 marbles in Phyllis's marble collection. If the marbles are organized into 32 groups, how big is each group?",3,2 (marbles),Common-Division
2285,question_2285,"Lawrence has 5504 marbles. If he shares them among 64 friends, how many marbles does each friend get?",4,86 (marbles),Common-Division
2286,question_2286,Peter wants to split a collection of pencils into groups of 11. Peter has 154 pencils. How many groups will be created?,4,14 (groups),Common-Division
2287,question_2287,Albert is inviting 34 friends to a party. He has 1802 cookies. How many cookies will each friend get?,4,53 (cookies),Common-Division
2288,question_2288,"There are 820 blocks in Bridget's block collection. If the blocks are organized into 82 groups, how big is each group?",4,10 (blocks),Common-Division
2289,question_2289,"There are 407 bananas in Philip's banana collection. If the bananas are organized into 11 groups, how big is each group?",4,37 (bananas),Common-Division
2290,question_2290,"Dennis has 4028 pencils stored in boxes. If the are 53 boxes, how many pencils must go in each box?",4,76 (pencils),Common-Division
2291,question_2291,"Peter has 54 tickets and 4 pencils. If he shares the tickets among 9 friends, how many tickets does each friend get?",3,6 (tickets),Common-Division
2292,question_2292,"Ronald has 16 eggs and 3 candies. If he shares the eggs among 8 friends, how many eggs does each friend get?",3,2 (eggs),Common-Division
2293,question_2293,Rebecca wants to split a collection of eggs into groups of 2. Rebecca has 16 eggs and 3 marbles. How many groups will be created?,3,8 (groups),Common-Division
