,question,solution,answer,topic,question_number
193,There are 20 unicorns in the world. Each unicorn has 100 rainbows. The rainbows are shared among the unicorns. How many rainbows does each unicorn have?,"def solution():
    #Number of unicorns
    unicorns = 20
    #Number of rainbows each unicorn has
    rainbows_per_unicorn = 100
    #Total number of rainbows
    total_rainbows = unicorns * rainbows_per_unicorn
    #The answer is
    result = total_rainbows / unicorns
    return result
print(result)",100.0,unicorns,mammoth_q193
1261,Taylor Swift has 1000 fans. 100 of them are from the US. 200 of them are from Europe. 300 of them are from Asia. 400 of them are from South America. How many fans does she have from Africa?,"def solution():
    #Taylor Swift has 1000 fans
    total_fans = 1000
    #100 of them are from the US
    us_fans = 100
    #200 of them are from Europe
    europe_fans = 200
    #300 of them are from Asia
    asia_fans = 300
    #400 of them are from South America
    south_america_fans = 400
    #The answer is
    result = total_fans - us_fans - europe_fans - asia_fans - south_america_fans
    return result",0,Taylor Swift,llama_q1246
1395,"Naruto has 2000 ramen bowls. He ate 400 bowls on Tuesday, 300 bowls on Wednesday, and 400 bowls on Thursday. How many bowls of ramen does he have left?","def solution():
    #Naruto started with 2000 ramen bowls
    ramen_bowls_initial = 2000
    #He ate 400 bowls on Tuesday
    ramen_bowls_tuesday = 400
    #He ate 300 bowls on Wednesday
    ramen_bowls_wednesday = 300
    #He ate 400 bowls on Thursday
    ramen_bowls_thursday = 400
    #The answer is
    result = ramen_bowls_initial - ramen_bowls_tuesday - ramen_bowls_wednesday - ramen_bowls_thursday
    return result",900,Naruto,llama_q1378
67,The Ninja Turtles have 200 pizza slices. 100 of the slices are pepperoni. 100 of the slices are cheese. 50 of the slices are pepperoni and cheese. How many pizza slices are cheese only?,"def solution():
    #The Ninja Turtles have 200 pizza slices
    pizza_slices = 200
    #100 of the slices are pepperoni
    pepperoni_slices = 100
    #100 of the slices are cheese
    cheese_slices = 100
    #50 of the slices are pepperoni and cheese
    pepperoni_cheese_slices = 50
    #The answer is
    result = cheese_slices - pepperoni_cheese_slices
    return result",50,Ninja Turtles,llama_q67
165,"A field hockey player can dribble 100 times in a minute. If she dribbles 100 times in a minute for 20 minutes, how many dribbles has she made?","def solution():
    #A field hockey player can dribble 100 times in a minute
    dribbles_per_minute = 100
    #She does this for 20 minutes
    minutes = 20
    #The answer is
    result = dribbles_per_minute * minutes
    return result",2000,field hockey,mammoth_q165
675,"In the 2020 season, Patrick Mahomes threw for 4740 yards. In the 2021 season, he threw for 4839 yards. In the 2022 season, he threw for 5250 yards. How many yards did he throw for in total in the 3 seasons?","def solution():
    #In the 2020 season, Patrick Mahomes threw for 4740 yards
    yards_thrown_2020 = 4740
    #In the 2021 season, he threw for 4839 yards
    yards_thrown_2021 = 4839
    #In the 2022 season, he threw for 5250 yards
    yards_thrown_2022 = 5250
    #The answer is
    result = yards_thrown_2020 + yards_thrown_2021 + yards_thrown_2022
    return result",14829,Patrick Mahomes,llama_q672
1016,Iron Man has 1200 gold coins. He spends 400 gold coins on a new armor and 200 gold coins on a new AI. How many gold coins does he have left?,"def solution():
    #Iron Man started with 1200 gold coins
    gold_coins_initial = 1200
    #He spent 400 on a new armor and 200 on a new AI
    gold_coins_spent_armor = 400
    gold_coins_spent_ai = 200
    #The answer is
    result = gold_coins_initial - gold_coins_spent_armor - gold_coins_spent_ai
    return result",600,Iron Man,mathwell_q982
284,"A family has 100 dogs. 20 of the dogs are Poodles, 25 are Golden Retrievers, and 28 are German Shepherds. How many of the dogs are neither Poodles, Golden Retrievers, nor German Shepherds?","def solution():
    #The family has 100 dogs
    total_dogs = 100
    #20 are Poodles, 25 are Golden Retrievers, and 28 are German Shepherds
    poodles = 20
    golden_retrievers = 25
    german_shepherds = 28
    #The answer is
    result = total_dogs - poodles - golden_retrievers - german_shepherds
    return result",27,ice cream,mammoth_q284
1373,Superman can punch 2000 times a minute. How many punches can he throw in 10 minutes?,"def solution():
    #Superman can punch 2000 times a minute
    punches_per_minute = 2000
    #In 10 minutes, he can punch
    punches_10_minutes = punches_per_minute * 10
    return punches_10_minutes",20000,Superman,mathwell_q1317
1441,"A candy store sells 5-pound bags of candy. They also sell 2-pound bags of candy. 5-pound bags cost $25. 2-pound bags cost $10. 

If you buy 1 5-pound bag and 2 2-pound bags, how much candy do you have?","def solution():
    #5-pound bags of candy cost $25
    cost_5_pound_bag = 25
    #2-pound bags of candy cost $10
    cost_2_pound_bag = 10
    #If you buy 1 5-pound bag and 2 2-pound bags, you have
    candy_5_pound_bag = 5
    candy_2_pound_bag = 2
    total_candy = candy_5_pound_bag + 2*candy_2_pound_bag
    return total_candy",9,candy,mathwell_q1380
1446,A pizza has 8 slices. 2 of the slices have pepperoni. 3 of the slices have mushrooms. 1 of the slices has both pepperoni and mushrooms. How many slices of pizza do not have toppings?,"def solution():
    #A pizza has 8 slices
    pizza_slices = 8
    #2 of the slices have pepperoni
    pepperoni_slices = 2
    #3 of the slices have mushrooms
    mushroom_slices = 3
    #1 of the slices has both pepperoni and mushrooms
    both_slices = 1
    #The answer is
    result = pizza_slices - pepperoni_slices - mushroom_slices + both_slices
    return result",4,pizza,mathwell_q1385
331,"A jet takes off from the runway. After 15 miles, it rises up 1 mile. After another 5 miles, it descends 1 mile.  How far above the runway is it?","def solution():
    #A jet takes off from the runway. After 15 miles
    miles_initial = 15
    #it rises up 1 mile
    miles_rise = 1
    #Afther another 5 miles
    miles_fly = 5
    #it descends 1 mile.
    miles_descend = 1
    #The answer is
    result = miles_initial + miles_rise - miles_fly - miles_descend
    return result",10,planes,llema_q331
164,"In the 1995 ""Spiderman: The Animated Series"", Spiderman had to web-sling 1200 feet to get to the top of the Empire State Building. He can web-sling 300 feet per minute. How many minutes does it take him to get to the top of the Empire State Building?","def solution():
    #Spiderman had to web-sling 1200 feet to get to the top of the Empire State Building
    spiderman_web_sling_feet = 1200
    #He can web-sling 300 feet per minute
    spiderman_web_sling_speed = 300
    #The answer is
    time = spiderman_web_sling_feet / spiderman_web_sling_speed
    return time",4.0,Spiderman,mathwell_q163
814,"LeBron James scored 43 points. The next game he made 30 points, another 35 points, and then 27 points. How many points did LeBron score in total so far?","def solution():
    #James scored 43 points
    first_game = 43
    #The next game he made 30 points
    second_game = 30
    #Another 35 points
    third_game = 35
    #Then 27 points
    fourth_game = 27
    #The answer is
    result = first_game + second_game + third_game + fourth_game
    return result",135,LeBron James,llema_q811
745,"Harry, Ron, and Hermione each have 3 wands. 

Neville has 2 wands. 

Luna has 1 wand. 

How many wands do they have in total?","def solution():
    #Harry, Ron, and Hermione each have 3 wands
    wands_harry_ron_hermione = 3
    #Neville has 2 wands
    wands_neville = 2
    #Luna has 1 wand
    wands_luna = 1
    #The answer is
    result = (3 * 3) + wands_neville + wands_luna
    return result",12,Harry Potter,mathwell_q721
30,"In the 1998 NBA Finals, Michael Jordan scored 38.5 points per game. He scored 45 points in game 1 and 33 points in game 2. How many points does he need to average in the next 5 games to score 38.5 points per game for the series?","def solution():
    #Michael Jordan scored 38.5 points per game
    points_per_game = 38.5
    #He scored 45 points in game 1 and 33 points in game 2
    points_game_1 = 45
    points_game_2 = 33
    #He needs to average this many points in the next 5 games
    points_next_5_games = (points_game_1 + points_game_2) / 2
    return points_next_5_games",39.0,basketball,llama_q30
709,LeBron James has 1000 points. He scores 100 points in 2019 and 200 points in 2021. How many points does he have left?,"def solution():
    #LeBron started with 1000 points
    points_initial = 1000
    #He scored 100 points in 2019
    points_2019 = 100
    #He scored 200 points in 2021
    points_2021 = 200
    #The answer is
    result = points_initial - points_2019 - points_2021
    return result",700,LeBron James,llama_q706
1079,A bakery baked 1200 cookies. 300 of the cookies are chocolate chip. 500 of the cookies are oatmeal raisin. 400 of the cookies are peanut butter. How many of the cookies are not peanut butter?,"def solution():
    #Total number of cookies
    total_cookies = 1200
    #Number of chocolate chip cookies
    chocolate_chip_cookies = 300
    #Number of oatmeal raisin cookies
    oatmeal_raisin_cookies = 500
    #Number of peanut butter cookies
    peanut_butter_cookies = 400
    #The answer is
    result = total_cookies - peanut_butter_cookies
    return result",800,cookies,mathwell_q1040
286,"In Minecraft, a villager needs 20 wheat for a food item and 10 iron ingots for a tool item. There are 100 wheat and 50 iron ingots. How many villagers can be fed and given tools?","def solution():
    #100 wheat and 50 iron ingots are available
    wheat_total = 100
    iron_ingots_total = 50
    #20 wheat are needed for a food item
    wheat_per_food = 20
    #10 iron ingots are needed for a tool item
    iron_ingots_per_item = 10
    #The solution is
    foods_max = wheat_total / wheat_per_food
    tools_max = iron_ingots_total / iron_ingots_per_item
    result = min(foods_max, tools_max)
    return result",5.0,Minecraft,llema_q286
601,Batman has 1200 gold coins. He is to pay 100 gold coins to the government and 200 gold coins to the orphanage. How many gold coins does he have left?,"def solution():
    #Batman started with 1200 gold coins
    gold_coins_initial = 1200
    #He is to pay 100 gold coins to the government
    gold_coins_government = 100
    #He is to pay 200 gold coins to the orphanage
    gold_coins_orphanage = 200
    #The answer is
    result = gold_coins_initial - gold_coins_government - gold_coins_orphanage
    return result",900,Batman,llama_q599
