,model,question_number,solvability,accuracy,appropriateness,topic,notes,addition,subtraction,multiplication,division,fractions,decimals,no_ops,total_ops,good,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,question,solution,answer,topic_y,Unnamed: 0.4,Unnamed: 0.5,text,acc_text
209,mathwell,mathwell_q343,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,979.0,348,"A volleyball team has 12 players. 
4 of the players are 18 years old. 
3 of the players are 19 years old. 
2 of the players are 20 years old. 
1 of the players is 21 years old. 
2 of the players are 22 years old. 
How many of the players are not 18, 19, 20, or 21 years old?","def solution():
    #Total number of players
    total_players = 12
    #Number of players who are 18, 19, 20, and 21
    players_18 = 4
    players_19 = 3
    players_20 = 2
    players_21 = 1
    #The answer is
    result = total_players - players_18 - players_19 - players_20 - players_21
    return result",2.0,volleyball,,,"Question: A volleyball team has 12 players. 
4 of the players are 18 years old. 
3 of the players are 19 years old. 
2 of the players are 20 years old. 
1 of the players is 21 years old. 
2 of the players are 22 years old. 
How many of the players are not 18, 19, 20, or 21 years old?
Answer: 2.0","Question: A volleyball team has 12 players. 
4 of the players are 18 years old. 
3 of the players are 19 years old. 
2 of the players are 20 years old. 
1 of the players is 21 years old. 
2 of the players are 22 years old. 
How many of the players are not 18, 19, 20, or 21 years old?
Solution:
def solution():
    #Total number of players
    total_players = 12
    #Number of players who are 18, 19, 20, and 21
    players_18 = 4
    players_19 = 3
    players_20 = 2
    players_21 = 1
    #The answer is
    result = total_players - players_18 - players_19 - players_20 - players_21
    return result"
210,mathwell,mathwell_q515,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,981.0,524,"1000 unicorns are in a field. 200 of the unicorns are pink, 300 are purple, and the rest are blue. How many unicorns are blue?","def solution():
    #1000 unicorns are in a field
    unicorns = 1000
    #200 of the unicorns are pink
    pink_unicorns = 200
    #300 are purple
    purple_unicorns = 300
    #The rest are blue
    blue_unicorns = unicorns - pink_unicorns - purple_unicorns
    #The answer is
    result = blue_unicorns
    return result",500.0,unicorns,,,"Question: 1000 unicorns are in a field. 200 of the unicorns are pink, 300 are purple, and the rest are blue. How many unicorns are blue?
Answer: 500.0","Question: 1000 unicorns are in a field. 200 of the unicorns are pink, 300 are purple, and the rest are blue. How many unicorns are blue?
Solution:
def solution():
    #1000 unicorns are in a field
    unicorns = 1000
    #200 of the unicorns are pink
    pink_unicorns = 200
    #300 are purple
    purple_unicorns = 300
    #The rest are blue
    blue_unicorns = unicorns - pink_unicorns - purple_unicorns
    #The answer is
    result = blue_unicorns
    return result"
211,mathwell,mathwell_q876,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,983.0,905,"A Minecraft world has 10000 blocks. 2000 of the blocks are dirt, 3000 are stone, 2000 are cobblestone, and the rest are ores. How many ores are there?","def solution():
    #Total blocks
    total_blocks = 10000
    #Dirt blocks
    dirt_blocks = 2000
    #Stone blocks
    stone_blocks = 3000
    #Cobblestone blocks
    cobblestone_blocks = 2000
    #The rest are ores. The answer is
    ores = total_blocks - dirt_blocks - stone_blocks - cobblestone_blocks
    return ores",3000.0,Minecraft,,,"Question: A Minecraft world has 10000 blocks. 2000 of the blocks are dirt, 3000 are stone, 2000 are cobblestone, and the rest are ores. How many ores are there?
Answer: 3000.0","Question: A Minecraft world has 10000 blocks. 2000 of the blocks are dirt, 3000 are stone, 2000 are cobblestone, and the rest are ores. How many ores are there?
Solution:
def solution():
    #Total blocks
    total_blocks = 10000
    #Dirt blocks
    dirt_blocks = 2000
    #Stone blocks
    stone_blocks = 3000
    #Cobblestone blocks
    cobblestone_blocks = 2000
    #The rest are ores. The answer is
    ores = total_blocks - dirt_blocks - stone_blocks - cobblestone_blocks
    return ores"
212,mathwell,mathwell_q509,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,984.0,517,200 cats are at the cat cafe. 30 cats are asleep. 60 cats are eating. 20 cats are playing. 10 cats are grooming. How many cats are doing other things?,"def solution():
    #Total cats
    total_cats = 200
    #Cats asleep
    cats_asleep = 30
    #Cats eating
    cats_eating = 60
    #Cats playing
    cats_playing = 20
    #Cats grooming
    cats_grooming = 10
    #Cats doing other things
    cats_other = total_cats - cats_asleep - cats_eating - cats_playing - cats_grooming
    return cats_other",80.0,cats,,,"Question: 200 cats are at the cat cafe. 30 cats are asleep. 60 cats are eating. 20 cats are playing. 10 cats are grooming. How many cats are doing other things?
Answer: 80.0","Question: 200 cats are at the cat cafe. 30 cats are asleep. 60 cats are eating. 20 cats are playing. 10 cats are grooming. How many cats are doing other things?
Solution:
def solution():
    #Total cats
    total_cats = 200
    #Cats asleep
    cats_asleep = 30
    #Cats eating
    cats_eating = 60
    #Cats playing
    cats_playing = 20
    #Cats grooming
    cats_grooming = 10
    #Cats doing other things
    cats_other = total_cats - cats_asleep - cats_eating - cats_playing - cats_grooming
    return cats_other"
213,mathwell,mathwell_q143,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,985.0,143,"There are 100 Power Rangers. 30 of them are the Red Ranger, 20 of them are the Blue Ranger, 20 of them are the Yellow Ranger, and the rest are the Green Ranger. How many of them are the Green Ranger?","def solution():
    #Total number of Power Rangers
    total_power_rangers = 100
    #Number of Red Rangers
    red_rangers = 30
    #Number of Blue Rangers
    blue_rangers = 20
    #Number of Yellow Rangers
    yellow_rangers = 20
    #The rest are Green Rangers.
    green_rangers = total_power_rangers - red_rangers - blue_rangers - yellow_rangers
    return green_rangers",30.0,Power Rangers,,,"Question: There are 100 Power Rangers. 30 of them are the Red Ranger, 20 of them are the Blue Ranger, 20 of them are the Yellow Ranger, and the rest are the Green Ranger. How many of them are the Green Ranger?
Answer: 30.0","Question: There are 100 Power Rangers. 30 of them are the Red Ranger, 20 of them are the Blue Ranger, 20 of them are the Yellow Ranger, and the rest are the Green Ranger. How many of them are the Green Ranger?
Solution:
def solution():
    #Total number of Power Rangers
    total_power_rangers = 100
    #Number of Red Rangers
    red_rangers = 30
    #Number of Blue Rangers
    blue_rangers = 20
    #Number of Yellow Rangers
    yellow_rangers = 20
    #The rest are Green Rangers.
    green_rangers = total_power_rangers - red_rangers - blue_rangers - yellow_rangers
    return green_rangers"
214,mathwell,mathwell_q338,1,1.0,1.0,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,,,986.0,343,Black Panther can punch 500 times in a minute. He punched for 20 minutes. How many punches did he throw?,"def solution():
    #Black Panther can punch 500 times in a minute
    punches_per_minute = 500
    #He punched for 20 minutes
    minutes = 20
    #The answer is
    result = punches_per_minute * minutes
    return result",10000.0,Black Panther,,,"Question: Black Panther can punch 500 times in a minute. He punched for 20 minutes. How many punches did he throw?
Answer: 10000.0","Question: Black Panther can punch 500 times in a minute. He punched for 20 minutes. How many punches did he throw?
Solution:
def solution():
    #Black Panther can punch 500 times in a minute
    punches_per_minute = 500
    #He punched for 20 minutes
    minutes = 20
    #The answer is
    result = punches_per_minute * minutes
    return result"
215,mathwell,mathwell_q102,1,1.0,1.0,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,,,987.0,102,"Thor can summon 10 lightning bolts per second. 
How many lightning bolts can he summon in 10 seconds?","def solution():
    #Thor can summon 10 lightning bolts per second
    lightning_bolts_per_second = 10
    #The answer is
    result = lightning_bolts_per_second * 10
    return result",100.0,"Thor, the God of Thunder",,,"Question: Thor can summon 10 lightning bolts per second. 
How many lightning bolts can he summon in 10 seconds?
Answer: 100.0","Question: Thor can summon 10 lightning bolts per second. 
How many lightning bolts can he summon in 10 seconds?
Solution:
def solution():
    #Thor can summon 10 lightning bolts per second
    lightning_bolts_per_second = 10
    #The answer is
    result = lightning_bolts_per_second * 10
    return result"
216,mathwell,mathwell_q841,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,990.0,869,Ash has 100 Poké Balls. He uses 20 of them to catch 20 Pidgeys. He then uses 10 of them to catch 10 Rattatas. How many Poké Balls does he have left?,"def solution():
    #Ash has 100 Poké Balls
    poke_balls = 100
    #He uses 20 of them to catch 20 Pidgeys
    poke_balls_used_for_pidgeys = 20
    #He then uses 10 of them to catch 10 Rattatas
    poke_balls_used_for_rattatas = 10
    #The answer is
    result = poke_balls - poke_balls_used_for_pidgeys - poke_balls_used_for_rattatas
    return result",70.0,Pokémon,,,"Question: Ash has 100 Poké Balls. He uses 20 of them to catch 20 Pidgeys. He then uses 10 of them to catch 10 Rattatas. How many Poké Balls does he have left?
Answer: 70.0","Question: Ash has 100 Poké Balls. He uses 20 of them to catch 20 Pidgeys. He then uses 10 of them to catch 10 Rattatas. How many Poké Balls does he have left?
Solution:
def solution():
    #Ash has 100 Poké Balls
    poke_balls = 100
    #He uses 20 of them to catch 20 Pidgeys
    poke_balls_used_for_pidgeys = 20
    #He then uses 10 of them to catch 10 Rattatas
    poke_balls_used_for_rattatas = 10
    #The answer is
    result = poke_balls - poke_balls_used_for_pidgeys - poke_balls_used_for_rattatas
    return result"
217,mathwell,mathwell_q444,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,991.0,450,Serena has 24 Grand Slam titles. 8 of her titles are from Wimbledon. 6 are from the US Open. 5 are from the Australian Open. 5 are from the French Open. How many of her titles are from other tournaments?,"def solution():
    #Serena has 24 Grand Slam titles
    grand_slam_titles = 24
    #8 of her titles are from Wimbledon
    wimbledon_titles = 8
    #6 are from the US Open
    us_open_titles = 6
    #5 are from the Australian Open
    australian_open_titles = 5
    #5 are from the French Open
    french_open_titles = 5
    #The answer is
    result = grand_slam_titles - wimbledon_titles - us_open_titles - australian_open_titles - french_open_titles
    return result",0.0,Serena Williams,,,"Question: Serena has 24 Grand Slam titles. 8 of her titles are from Wimbledon. 6 are from the US Open. 5 are from the Australian Open. 5 are from the French Open. How many of her titles are from other tournaments?
Answer: 0.0","Question: Serena has 24 Grand Slam titles. 8 of her titles are from Wimbledon. 6 are from the US Open. 5 are from the Australian Open. 5 are from the French Open. How many of her titles are from other tournaments?
Solution:
def solution():
    #Serena has 24 Grand Slam titles
    grand_slam_titles = 24
    #8 of her titles are from Wimbledon
    wimbledon_titles = 8
    #6 are from the US Open
    us_open_titles = 6
    #5 are from the Australian Open
    australian_open_titles = 5
    #5 are from the French Open
    french_open_titles = 5
    #The answer is
    result = grand_slam_titles - wimbledon_titles - us_open_titles - australian_open_titles - french_open_titles
    return result"
218,mathwell,mathwell_q1003,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,994.0,1039,"A candy store has 120 lollipops. 30 of the lollipops are red, 20 are blue, and 20 are green. The rest of the lollipops are pink. How many pink lollipops are there?","def solution():
    #Total lollipops
    total_lollipops = 120
    #Red lollipops
    red_lollipops = 30
    #Blue lollipops
    blue_lollipops = 20
    #Green lollipops
    green_lollipops = 20
    #The rest are pink
    pink_lollipops = total_lollipops - red_lollipops - blue_lollipops - green_lollipops
    return pink_lollipops",50.0,candy,,,"Question: A candy store has 120 lollipops. 30 of the lollipops are red, 20 are blue, and 20 are green. The rest of the lollipops are pink. How many pink lollipops are there?
Answer: 50.0","Question: A candy store has 120 lollipops. 30 of the lollipops are red, 20 are blue, and 20 are green. The rest of the lollipops are pink. How many pink lollipops are there?
Solution:
def solution():
    #Total lollipops
    total_lollipops = 120
    #Red lollipops
    red_lollipops = 30
    #Blue lollipops
    blue_lollipops = 20
    #Green lollipops
    green_lollipops = 20
    #The rest are pink
    pink_lollipops = total_lollipops - red_lollipops - blue_lollipops - green_lollipops
    return pink_lollipops"
219,mathwell,mathwell_q825,1,1.0,1.0,1,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,,,996.0,851,Wonder Woman has 100 lassos. She lassos 20 bad guys a day for 5 days. How many lassos does she have left?,"def solution():
    #Wonder Woman started with 100 lassos
    lassos_initial = 100
    #She lassos 20 bad guys a day for 5 days
    lassos_used_per_day = 20
    #There are 5 days
    num_days = 5
    #She used
    lassos_used = lassos_used_per_day * num_days
    #The answer is
    result = lassos_initial - lassos_used
    return result",0.0,Wonder Woman,,,"Question: Wonder Woman has 100 lassos. She lassos 20 bad guys a day for 5 days. How many lassos does she have left?
Answer: 0.0","Question: Wonder Woman has 100 lassos. She lassos 20 bad guys a day for 5 days. How many lassos does she have left?
Solution:
def solution():
    #Wonder Woman started with 100 lassos
    lassos_initial = 100
    #She lassos 20 bad guys a day for 5 days
    lassos_used_per_day = 20
    #There are 5 days
    num_days = 5
    #She used
    lassos_used = lassos_used_per_day * num_days
    #The answer is
    result = lassos_initial - lassos_used
    return result"
