,question,solution,answer,topic
1672,"A 3-scoop ice cream cone has 120 calories. 
How many calories are in a 5-scoop ice cream cone?","def solution():
    #A 3-scoop ice cream cone has 120 calories
    calories_3_scoop = 120
    #A 5-scoop ice cream cone will have
    calories_5_scoop = (5/3) * calories_3_scoop
    return calories_5_scoop",200.0,ice cream
1673,A pound of strawberries costs $4.25. A pound of raspberries costs $3.25. How much would 5 pounds of strawberries and 3 pounds of raspberries cost?,"def solution():
    #A pound of strawberries costs $4.25
    strawberries_cost_per_pound = 4.25
    #A pound of raspberries costs $3.25
    raspberries_cost_per_pound = 3.25
    #5 pounds of strawberries
    strawberries_pounds = 5
    #3 pounds of raspberries
    raspberries_pounds = 3
    #The answer is
    result = (strawberries_cost_per_pound * strawberries_pounds) + (raspberries_cost_per_pound * raspberries_pounds)
    return result",31.0,unspecified
1674,"There are 20 Power Rangers. 2 of them are Red Rangers, 4 of them are Blue Rangers, 7 of them are Pink Rangers, and the rest are Yellow Rangers. How many Yellow Rangers are there?","def solution():
    #Total number of Power Rangers
    total_rangers = 20
    #Number of Red, Blue, and Pink Rangers
    red_rangers = 2
    blue_rangers = 4
    pink_rangers = 7
    #Number of Yellow Rangers is the total minus the Red, Blue, and Pink Rangers
    yellow_rangers = total_rangers - red_rangers - blue_rangers - pink_rangers
    return yellow_rangers",7,Power Rangers
1675,"A vet is caring for 12 dogs. 4 of the dogs are corgis, 5 are dachshunds, and the rest are beagles. How many beagles are there?","def solution():
    #The vet is caring for 12 dogs
    total_dogs = 12
    #4 of the dogs are corgis
    corgis = 4
    #5 of the dogs are dachshunds
    dachshunds = 5
    #The answer is
    beagles = total_dogs - corgis - dachshunds
    return beagles",3,dogs
1676,Patrick Mahomes has 1500 passing yards. He gains 300 more passing yards in the next 2 games. How many passing yards does he have now?,"def solution():
    #Patrick Mahomes started with 1500 passing yards
    passing_yards_initial = 1500
    #He gained 300 more passing yards in the next 2 games
    passing_yards_gained = 300
    #The answer is
    result = passing_yards_initial + passing_yards_gained
    return result",1800,Patrick Mahomes
1677,"1200 toys were donated to the orphanage. 1/3 of the toys were for girls, and 1/4 of the toys for girls were babydolls. 3/4 of the toys for boys were toy cars. How many toy cars did the boys get?","def solution():
    #1200 toys were donated
    toys_donated = 1200
    #1/3 of the toys were for girls
    toys_for_girls = toys_donated / 3
    #1/4 of the toys for girls were babydolls
    babydolls = toys_for_girls / 4
    #3/4 of the toys for boys were toy cars
    toys_for_boys = toys_donated - toys_for_girls
    toy_cars = toys_for_boys * 3 / 4
    #The answer is
    result = toy_cars
    return result",600.0,unspecified
1678,"In the first Harry Potter book, Harry, Ron, and Hermione all buy their wands. Harry's wand was 11 inches long. Ron's wand was 13 inches long. Hermione's wand was 12 inches long. How many inches long were all of their wands, in total?","def solution():
    #Harry's wand was 11 inches long
    harry_wand = 11
    #Ron's wand was 13 inches long
    ron_wand = 13
    #Hermione's wand was 12 inches long
    hermione_wand = 12
    #The total length of their wands is
    total_wand_length = harry_wand + ron_wand + hermione_wand
    return total_wand_length",36,Harry Potter
1679,24000 people live in a small town. 1/4 of the people in the town are under 18. 55% of the adults in the town are women. How many men over 18 live in the town?,"def solution():
    #Total population
    total_population = 24000
    #1/4 of the people are under 18
    under_18 = total_population / 4
    #Adults are the total population minus the under 18
    adults = total_population - under_18
    #55% of the adults are women
    women = adults * 0.55
    #Men are the adults minus the women
    men = adults - women
    #The answer is
    result = men
    return result",8100.0,unspecified
1680,"Patrick Mahomes, the quarterback of the Kansas City Chiefs, has 125.4 yards of total offense in the first half. In the second half, he has 131.6 yards of total offense. How many yards of total offense does he have at the end of the game?","def solution():
    #Patrick Mahomes had 125.4 yards of total offense in the first half
    first_half_yards = 125.4
    #He had 131.6 yards of total offense in the second half
    second_half_yards = 131.6
    #The answer is
    result = first_half_yards + second_half_yards
    return result",257.0,Patrick Mahomes
1681,"A pizza has 16 slices. 1/4 of the slices have mushrooms, 1/2 of the slices have pepperoni, and 1/8 of the slices have both toppings. How many slices of pizza have mushrooms and pepperoni?","def solution():
    #A pizza has 16 slices
    slices = 16
    #1/4 of the slices have mushrooms
    mushrooms = slices / 4
    #1/2 of the slices have pepperoni
    pepperoni = slices / 2
    #1/8 of the slices have both toppings
    both = slices / 8
    #The answer is
    result = both
    return result",2.0,pizza
1682,Spiderman has 32 web-shooters. He uses 6 web-shooters to catch a bank robber. He then uses 12 web-shooters to stop a runaway bus. How many web-shooters does he have left?,"def solution():
    #Spiderman started with 32 web-shooters
    web_shooters_initial = 32
    #He used 6 to catch a bank robber
    web_shooters_used_bank_robber = 6
    #He used 12 to stop a runaway bus
    web_shooters_used_runaway_bus = 12
    #The answer is
    result = web_shooters_initial - web_shooters_used_bank_robber - web_shooters_used_runaway_bus
    return result",14,Spiderman
1683,"Mew is the rarest Pokémon in the Kanto region. There are 493 Pokémon in the Kanto region, and only 3 of them are Mew. What is the ratio of Mew to all other Pokémon?","def solution():
    #Total Pokémon in the Kanto region
    total_pokemon = 493
    #Number of Mew
    mew = 3
    #Ratio of Mew to all other Pokémon
    ratio = mew / total_pokemon
    return ratio",0.006085192697768763,Pokémon
1684,"A pizza is sliced into 8 pieces. 

If 2 of the slices are left uneaten, how much of the pizza has been eaten?","def solution():
    #A pizza is sliced into 8 pieces
    pizza_slices = 8
    #2 slices are left uneaten
    uneaten_slices = 2
    #The eaten slices are
    eaten_slices = pizza_slices - uneaten_slices
    #The answer is
    result = eaten_slices
    return result",6,pizza
1685,"A bakery is selling 200 pies. They sold 50 pies in the morning, 30 pies in the afternoon, and 25 pies in the evening. How many pies are left?","def solution():
    #The bakery started with 200 pies
    pies_initial = 200
    #They sold 50 pies in the morning
    pies_sold_morning = 50
    #30 pies in the afternoon
    pies_sold_afternoon = 30
    #25 pies in the evening
    pies_sold_evening = 25
    #The answer is
    result = pies_initial - pies_sold_morning - pies_sold_afternoon - pies_sold_evening
    return result",95,unspecified
1686,Hello Kitty is at the mall. She has 2000 yen. She spends 1200 yen on a shirt and 300 yen on a toy. She then spends 400 yen on a backpack. How much money does she have left?,"def solution():

    #Hello Kitty started with 2000 yen
    money_initial = 2000

    #She spent 1200 yen on a shirt and 300 yen on a toy
    shirt_cost = 1200
    toy_cost = 300

    #She then spent 400 yen on a backpack
    backpack_cost = 400

    #The answer is
    result = money_initial - shirt_cost - toy_cost - backpack_cost
    return result",100,Hello Kitty
1687,"A t-shirt design company is selling t-shirts for 25 dollars each. They are selling 25 t-shirts per day, and the t-shirts are in high demand. The company is making a 100% profit. How much does it cost the company to make a t-shirt?","def solution():
    #A t-shirt sells for 25 dollars
    tshirt_selling_price = 25
    #They are selling 25 t-shirts a day
    tshirts_sold_per_day = 25
    #The company is making a 100% profit
    #So, the cost of the t-shirt is
    tshirt_cost_price = tshirt_selling_price / 2
    #The answer is
    result = tshirt_cost_price
    return result",12.5,unspecified
1688,Naruto ate 49 ramen noodles. Sasuke ate 29 more than Naruto. How many ramen noodles did they eat in total?,"def solution():
    #Naruto ate 49 ramen noodles
    naruto_ramen = 49
    #Sasuke ate 29 more than Naruto
    sasuke_ramen = naruto_ramen + 29
    #The answer is
    result = naruto_ramen + sasuke_ramen
    return result",127,Naruto
1689,Taylor Swift has 2000 likes on her Facebook page. She has 200 more likes on her Instagram page. Her Twitter page has 3000 more likes than her Instagram page. How many likes does she have in total?,"def solution():
    #Taylor Swift has 2000 likes on her Facebook page
    facebook_likes = 2000
    #She has 200 more likes on her Instagram page
    instagram_likes = facebook_likes + 200
    #Her Twitter page has 3000 more likes than her Instagram page
    twitter_likes = instagram_likes + 3000
    #The answer is
    result = facebook_likes + instagram_likes + twitter_likes
    return result",9400,Taylor Swift
1690,The men's field hockey team has 18 players. The women's team has 3 more players. How many players are on the field hockey teams?,"def solution():
    #The men's team has 18 players
    mens_team = 18
    #The women's team has 3 more players
    womens_team = mens_team + 3
    #The answer is
    result = mens_team + womens_team
    return result",39,field hockey
1691,24 cars were in a parking lot. 14 more cars came and parked in the parking lot. 7 of the cars in the parking lot left. How many cars are in the parking lot now?,"def solution():
    #There were 24 cars in the parking lot
    cars_initial = 24
    #14 more cars came and parked
    cars_came = 14
    #7 of the cars in the parking lot left
    cars_left = 7
    #The answer is
    result = cars_initial + cars_came - cars_left
    return result",31,cars
1692,Hello Kitty has 24 pencils. She has 3 more pencils than her friend. How many pencils does her friend have?,"def solution():
    #Hello Kitty has 24 pencils
    hello_kitty_pencils = 24
    #She has 3 more pencils than her friend
    friend_pencils = hello_kitty_pencils - 3
    #The answer is
    result = friend_pencils
    return result",21,Hello Kitty
1693,2100 people attended a rally. 800 of them were from the rallying party. 400 of them were from the other party. 200 of them were from the media. 700 of them were bystanders. How many of the attendees were not from the rallying or the other party?,"def solution():
    #Total attendees
    total_attendees = 2100
    #Attendees from rallying party
    rallying_party = 800
    #Attendees from other party
    other_party = 400
    #Attendees from media
    media = 200
    #Bystanders
    bystanders = 700
    #Attendees not from the rallying or the other party
    not_rallying_party = total_attendees - rallying_party - other_party
    return not_rallying_party",900,unspecified
